Year,LocationAbbr,LocationDesc,Question,Category,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Response,DataValueType,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,WeightedNumber,FootnoteText,Url,FootnoteType
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Current Smoker,Age-adjusted Prevalence,9.3,,,8.4,10.2,2852384,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Current Smoker,Age-adjusted Prevalence,9.7,,,8.7,10.8,1583758,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Former Smoker,Age-adjusted Prevalence,28.9,,,28.1,29.8,13382868,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Former Smoker,Age-adjusted Prevalence,17.4,,,15.8,19,1603603,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Former Smoker,Age-adjusted Prevalence,20,,,18.2,21.9,2487659,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Former Smoker,Age-adjusted Prevalence,20.8,,,18.8,23,931258,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Former Smoker,Age-adjusted Prevalence,25.4,,,25,25.8,29033126,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Former Smoker,Age-adjusted Prevalence,14.1,,,13.1,15.1,2732689,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Former Smoker,Age-adjusted Prevalence,16.7,,,15.5,18,4522387,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Former Smoker,Age-adjusted Prevalence,15.3,,,14,16.8,2197053,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Never Smoker,Age-adjusted Prevalence,43.2,,,42.2,44.1,16169910,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Never Smoker,Age-adjusted Prevalence,56.5,,,54.2,58.9,4155530,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Never Smoker,Age-adjusted Prevalence,64.2,,,61.8,66.4,7612287,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Never Smoker,Age-adjusted Prevalence,55,,,51.9,58.1,2203700,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Never Smoker,Age-adjusted Prevalence,61.9,,,61.5,62.4,66525139,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Never Smoker,Age-adjusted Prevalence,72.8,,,71.4,74.1,14778342,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Never Smoker,Age-adjusted Prevalence,74,,,72.6,75.4,22961672,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Never Smoker,Age-adjusted Prevalence,75,,,73.3,76.5,12495614,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Age-adjusted Prevalence,46.7,,,44.8,48.5,3045638,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Age-adjusted Prevalence,63.1,,,57.4,68.5,782039,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Yes,Age-adjusted Prevalence,52.1,,,45.4,58.7,587357,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Age-adjusted Prevalence,48.7,,,42.6,54.8,341386,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Age-adjusted Prevalence,42.1,,,40.6,43.7,4144327,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Age-adjusted Prevalence,56.5,,,51.6,61.3,944827,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Yes,Age-adjusted Prevalence,58.6,,,52.6,64.3,830663,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Age-adjusted Prevalence,49.8,,,43.3,56.3,512325,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",No,Age-adjusted Prevalence,53.3,,,51.5,55.2,3552816,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",No,Age-adjusted Prevalence,36.9,,,31.5,42.6,487993,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,No,Age-adjusted Prevalence,47.9,,,41.3,54.6,526228,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Age-adjusted Prevalence,51.3,,,45.2,57.4,360038,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",No,Age-adjusted Prevalence,57.9,,,56.3,59.4,5799661,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",No,Age-adjusted Prevalence,43.5,,,38.7,48.4,730057,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,No,Age-adjusted Prevalence,41.4,,,35.7,47.4,555141,,,
2020,US,"United States, DC & Territories",Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Age-adjusted Prevalence,50.2,,,43.7,56.7,482705,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Age-adjusted Prevalence,10.3,,,9.6,10.9,2726362,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Age-adjusted Prevalence,5.2,,,4,6.7,321029,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Yes,Age-adjusted Prevalence,3.4,,,2.9,4,320790,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Age-adjusted Prevalence,9.2,,,7.6,11.2,350739,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Age-adjusted Prevalence,4.7,,,4.5,5,4702705,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Age-adjusted Prevalence,2.7,,,2.3,3.2,537213,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Yes,Age-adjusted Prevalence,2.4,,,2.1,2.8,840155,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Age-adjusted Prevalence,2.9,,,2.5,3.4,513104,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",No,Age-adjusted Prevalence,89.7,,,89.1,90.4,37126243,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",No,Age-adjusted Prevalence,94.8,,,93.3,96,7706167,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,No,Age-adjusted Prevalence,96.6,,,96,97.1,10178822,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Age-adjusted Prevalence,90.8,,,88.8,92.4,3960970,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",No,Age-adjusted Prevalence,95.3,,,95,95.5,104613689,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",No,Age-adjusted Prevalence,97.3,,,96.8,97.7,18540929,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,No,Age-adjusted Prevalence,97.6,,,97.2,97.9,27840222,,,
2017,US,"United States, DC & Territories",Current e-cigarette use among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Age-adjusted Prevalence,97.1,,,96.6,97.5,14819258,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Age-adjusted Prevalence,50.8,,,49.7,51.9,10043607,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Age-adjusted Prevalence,67.9,,,65.3,70.4,3501710,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Yes,Age-adjusted Prevalence,54.3,,,51.5,57,4711579,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Age-adjusted Prevalence,51,,,47.5,54.6,1411156,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Age-adjusted Prevalence,37.9,,,37.4,38.4,29144652,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Age-adjusted Prevalence,64.2,,,62.6,65.6,10383458,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Yes,Age-adjusted Prevalence,46.5,,,44.9,48.1,12055186,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Age-adjusted Prevalence,32.3,,,30.4,34.3,4331073,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",No,Age-adjusted Prevalence,49.2,,,48.1,50.3,10333463,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",No,Age-adjusted Prevalence,32.1,,,29.6,34.7,1690535,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,No,Age-adjusted Prevalence,45.7,,,43,48.5,4195004,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Age-adjusted Prevalence,49,,,45.4,52.5,1451076,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",No,Age-adjusted Prevalence,62.1,,,61.6,62.6,48906350,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",No,Age-adjusted Prevalence,35.8,,,34.4,37.4,5826695,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,No,Age-adjusted Prevalence,53.5,,,51.9,55.1,14138895,,,
2020,US,"United States, DC & Territories",Ever been tested for HIV among adults 18 to 64 years of age,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Age-adjusted Prevalence,67.7,,,65.7,69.6,9376584,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Prevalence,72,,,70.7,73.2,6466315,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Prevalence,82.3,,,79.5,84.9,1600427,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Yes,Prevalence,75.9,,,70.6,80.5,1928674,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Prevalence,64.4,,,55.2,72.8,550186,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Prevalence,79.9,,,79.1,80.6,18362166,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Prevalence,86.2,,,83.5,88.5,2911565,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,Hispanic,Yes,Prevalence,82.9,,,80.1,85.4,2750206,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Prevalence,74.4,,,69.5,78.9,1332084,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",No,Prevalence,28,,,26.8,29.3,2518067,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",No,Prevalence,17.7,,,15.1,20.5,343167,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,Hispanic,No,Prevalence,24.1,,,19.5,29.4,611467,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Prevalence,35.6,,,27.2,44.8,303542,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",No,Prevalence,20.1,,,19.4,20.9,4625938,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",No,Prevalence,13.8,,,11.5,16.5,464605,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,Hispanic,No,Prevalence,17.1,,,14.6,19.9,567163,,,
2020,US,"United States, DC & Territories",Mammogram in the past 2 years among females 50 to 74 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Prevalence,25.6,,,21.1,30.5,457290,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Prevalence,76.5,,,74.9,78,5885279,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Prevalence,85.7,,,83,88,1782962,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Yes,Prevalence,77.6,,,73.6,81.1,2909652,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Prevalence,72.6,,,66.4,78.1,875756,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Prevalence,86.1,,,85.5,86.7,27528267,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Prevalence,86.6,,,84.6,88.4,6060893,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,Hispanic,Yes,Prevalence,83.3,,,81.5,84.9,9074025,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Prevalence,72.3,,,69.4,75.1,4091941,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",No,Prevalence,23.5,,,22,25.1,1807412,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",No,Prevalence,14.3,,,12,17,298515,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,Hispanic,No,Prevalence,22.4,,,18.9,26.4,842176,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Prevalence,27.4,,,21.9,33.6,329854,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",No,Prevalence,13.9,,,13.3,14.5,4435580,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",No,Prevalence,13.4,,,11.6,15.4,936695,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,Hispanic,No,Prevalence,16.7,,,15.1,18.5,1818188,,,
2020,US,"United States, DC & Territories",Up-to-date cervical cancer screening among females 21 to 65 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Prevalence,27.7,,,24.9,30.6,1567636,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Prevalence,75.9,,,75,76.8,13202309,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Prevalence,76.7,,,74.2,79,2659746,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Yes,Prevalence,65,,,61,68.8,2899446,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Prevalence,64.1,,,58.2,69.5,972115,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Prevalence,73.7,,,73.1,74.3,32221160,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Prevalence,73.6,,,71.1,76,4711189,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,Hispanic,Yes,Prevalence,63.3,,,60.2,66.3,4215816,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Yes,Prevalence,62,,,57.8,66.1,2320168,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",No,Prevalence,24.1,,,23.2,25,4197632,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",No,Prevalence,23.3,,,21,25.8,809041,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,Hispanic,No,Prevalence,35,,,31.2,39,1559780,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Prevalence,35.9,,,30.5,41.8,545030,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",No,Prevalence,26.3,,,25.7,26.9,11516074,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",No,Prevalence,26.4,,,24,28.9,1690749,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,Hispanic,No,Prevalence,36.7,,,33.7,39.8,2440817,,,
2020,US,"United States, DC & Territories",Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Prevention & Screenings,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",No,Prevalence,38,,,33.9,42.2,1421473,,,
2020,US,"United States, DC & Territories",Routine check-up in the past year among adults 18 years of age or older,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Yes,Age-adjusted Prevalence,75,,,74.1,75.8,31289282,,,
2020,US,"United States, DC & Territories",Routine check-up in the past year among adults 18 years of age or older,Prevention & Screenings,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Yes,Age-adjusted Prevalence,81.9,,,79.9,83.8,6647526,,,
